id;Section;Section Title;Title;Description;Impact;Rationale;Remediation;Hive;Path;Name;Type;Value;Command;Result;Fix;Policy Aggiuntive MG;Note
45;4.7;Start Menu and Taskbar - Configuring Policies;Remove Homegroup link from Start Menu;"Menu entries such as ""Search"", ""Games"" or ""Music"" are normally not required and should be deactivated.
For security reasons, ""Printers"" and ""Network Connections"" should also not be offered (""Disable Programs in Settings Menu"" policy).
Please note that some policies only deny access to the menu items. Some of the functions can be reached in other ways (e.g. under C:\Windows\system32).";Change of system data/network environment, IPC lock/shutdown;Start menu and taskbar - access to applications;Preventing access to Windows applications from the Start menu;HKEY_CURRENT_USER;Software\Microsoft\Windows\CurrentVersion\Policies\Explorer;NoStartMenuHomegroup;REG_DWORD;1;;;;;
46;4.7;Start Menu and Taskbar - Configuring Policies;Remove Games link from Start Menu;"Menu entries such as ""Search"", ""Games"" or ""Music"" are normally not required and should be deactivated.
For security reasons, ""Printers"" and ""Network Connections"" should also not be offered (""Disable Programs in Settings Menu"" policy).
Please note that some policies only deny access to the menu items. Some of the functions can be reached in other ways (e.g. under C:\Windows\system32).";Change of system data/network environment, IPC lock/shutdown;Start menu and taskbar - access to applications;Preventing access to Windows applications from the Start menu;HKEY_CURRENT_USER;Software\Microsoft\Windows\CurrentVersion\Policies\Explorer;NoStartMenuMyGames;REG_DWORD;1;;;;;
47;4.7;Start Menu and Taskbar - Configuring Policies;Remove Network icon from Start Menu;"Menu entries such as ""Search"", ""Games"" or ""Music"" are normally not required and should be deactivated.
For security reasons, ""Printers"" and ""Network Connections"" should also not be offered (""Disable Programs in Settings Menu"" policy).
Please note that some policies only deny access to the menu items. Some of the functions can be reached in other ways (e.g. under C:\Windows\system32).";Change of system data/network environment, IPC lock/shutdown;Start menu and taskbar - access to applications;Preventing access to Windows applications from the Start menu;HKEY_CURRENT_USER;Software\Microsoft\Windows\CurrentVersion\Policies\Explorer;NoStartMenuNetworkPlaces;REG_DWORD;1;;;;;
48;4.7;Start Menu and Taskbar - Configuring Policies;Prevent changes to Taskbar and Start Menu Settings;"Menu entries such as ""Search"", ""Games"" or ""Music"" are normally not required and should be deactivated.
For security reasons, ""Printers"" and ""Network Connections"" should also not be offered (""Disable Programs in Settings Menu"" policy).
Please note that some policies only deny access to the menu items. Some of the functions can be reached in other ways (e.g. under C:\Windows\system32).";Change of system data/network environment, IPC lock/shutdown;Start menu and taskbar - access to applications;Preventing access to Windows applications from the Start menu;HKEY_CURRENT_USER;Software\Microsoft\Windows\CurrentVersion\Policies\Explorer;NoSetTaskbar;REG_DWORD;0;;;;;
49;4.7;Start Menu and Taskbar - Configuring Policies;Remove Music icon from Start Menu;"Menu entries such as ""Search"", ""Games"" or ""Music"" are normally not required and should be deactivated.
For security reasons, ""Printers"" and ""Network Connections"" should also not be offered (""Disable Programs in Settings Menu"" policy).
Please note that some policies only deny access to the menu items. Some of the functions can be reached in other ways (e.g. under C:\Windows\system32).";Change of system data/network environment, IPC lock/shutdown;Start menu and taskbar - access to applications;Preventing access to Windows applications from the Start menu;HKEY_CURRENT_USER;Software\Microsoft\Windows\CurrentVersion\Policies\Explorer;NoStartMenuMyMusic;REG_DWORD;1;;;;;
50;4.7;Start Menu and Taskbar - Configuring Policies;Remove Network icon from Start Menu;"Menu entries such as ""Search"", ""Games"" or ""Music"" are normally not required and should be deactivated.
For security reasons, ""Printers"" and ""Network Connections"" should also not be offered (""Disable Programs in Settings Menu"" policy).
Please note that some policies only deny access to the menu items. Some of the functions can be reached in other ways (e.g. under C:\Windows\system32).";Change of system data/network environment, IPC lock/shutdown;Start menu and taskbar - access to applications;Preventing access to Windows applications from the Start menu;HKEY_CURRENT_USER;Software\Microsoft\Windows\CurrentVersion\Policies\Explorer;NoStartMenuNetworkPlaces;REG_DWORD;1;;;;;
51;4.7;Start Menu and Taskbar - Configuring Policies;Remove Recorded TV link from Start Menu;"Menu entries such as ""Search"", ""Games"" or ""Music"" are normally not required and should be deactivated.
For security reasons, ""Printers"" and ""Network Connections"" should also not be offered (""Disable Programs in Settings Menu"" policy).
Please note that some policies only deny access to the menu items. Some of the functions can be reached in other ways (e.g. under C:\Windows\system32).";Change of system data/network environment, IPC lock/shutdown;Start menu and taskbar - access to applications;Preventing access to Windows applications from the Start menu;HKEY_CURRENT_USER;Software\Microsoft\Windows\CurrentVersion\Policies\Explorer;NoStartMenuRecordedTV;REG_DWORD;1;;;;;
52;4.7;Start Menu and Taskbar - Configuring Policies;Remove and prevent access to the Shut Down, Restart, Sleep, and Hibernate commands;"Menu entries such as ""Search"", ""Games"" or ""Music"" are normally not required and should be deactivated.
For security reasons, ""Printers"" and ""Network Connections"" should also not be offered (""Disable Programs in Settings Menu"" policy).
Please note that some policies only deny access to the menu items. Some of the functions can be reached in other ways (e.g. under C:\Windows\system32).";Change of system data/network environment, IPC lock/shutdown;Start menu and taskbar - access to applications;Preventing access to Windows applications from the Start menu;HKEY_CURRENT_USER;Software\Microsoft\Windows\CurrentVersion\Policies\Explorer;HidePowerOptions;REG_DWORD;1;;;;;
53;4.7;Start Menu and Taskbar - Configuring Policies;Lock the Taskbar;"Menu entries such as ""Search"", ""Games"" or ""Music"" are normally not required and should be deactivated.
For security reasons, ""Printers"" and ""Network Connections"" should also not be offered (""Disable Programs in Settings Menu"" policy).
Please note that some policies only deny access to the menu items. Some of the functions can be reached in other ways (e.g. under C:\Windows\system32).";Change of system data/network environment, IPC lock/shutdown;Start menu and taskbar - access to applications;Preventing access to Windows applications from the Start menu;HKEY_CURRENT_USER;Software\Microsoft\Windows\CurrentVersion\Policies\Explorer;LockTaskbar;REG_DWORD;1;;;;;
54;4.7;Start Menu and Taskbar - Configuring Policies;Remove Favorites menu from Start Menu;"Menu entries such as ""Search"", ""Games"" or ""Music"" are normally not required and should be deactivated.
For security reasons, ""Printers"" and ""Network Connections"" should also not be offered (""Disable Programs in Settings Menu"" policy).
Please note that some policies only deny access to the menu items. Some of the functions can be reached in other ways (e.g. under C:\Windows\system32).";Change of system data/network environment, IPC lock/shutdown;Start menu and taskbar - access to applications;Preventing access to Windows applications from the Start menu;HKEY_CURRENT_USER;Software\Microsoft\Windows\CurrentVersion\Policies\Explorer;NoFavoritesMenu;REG_DWORD;1;;;;;
55;4.7;Start Menu and Taskbar - Configuring Policies;Remove Search link from Start Menu;"Menu entries such as ""Search"", ""Games"" or ""Music"" are normally not required and should be deactivated.
For security reasons, ""Printers"" and ""Network Connections"" should also not be offered (""Disable Programs in Settings Menu"" policy).
Please note that some policies only deny access to the menu items. Some of the functions can be reached in other ways (e.g. under C:\Windows\system32).";Change of system data/network environment, IPC lock/shutdown;Start menu and taskbar - access to applications;Preventing access to Windows applications from the Start menu;HKEY_CURRENT_USER;Software\Microsoft\Windows\CurrentVersion\Policies\Explorer;NoFind;REG_DWORD;1;;;;;
56;4.7;Start Menu and Taskbar - Configuring Policies;Remove Network Connections from Start Menu;"Menu entries such as ""Search"", ""Games"" or ""Music"" are normally not required and should be deactivated.
For security reasons, ""Printers"" and ""Network Connections"" should also not be offered (""Disable Programs in Settings Menu"" policy).
Please note that some policies only deny access to the menu items. Some of the functions can be reached in other ways (e.g. under C:\Windows\system32).";Change of system data/network environment, IPC lock/shutdown;Start menu and taskbar - access to applications;Preventing access to Windows applications from the Start menu;HKEY_CURRENT_USER;Software\Microsoft\Windows\CurrentVersion\Policies\Explorer;NoNetworkConnections;REG_DWORD;1;;;;;
57;4.8;Strg+Alt+Del configuring;Remove Change Password;"You can use the computer configuration to switch off the key combination <Ctrl+Alt+Del> for user logon.
(Computer Configuration > Windows Settings > Security Settings > Local Policies > Security Options > Interactive Login: No STRG + ALT + ENTF required).
Alternatively, you can use the user configuration to set which actions are possible when pressing <Ctrl+Alt+Del> (e.g. no access to Task Manager).";"Processes and services can be stopped, incorrect configuration of the IPCs
 ";Change password, Lock IPC, Access Task Manager;Restriction of functions according to Ctrl+Alt+Del;HKEY_LOCAL_MACHINE;Software\Microsoft\Windows\CurrentVersion\Policies\System;DisableChangePassword;REG_DWORD;1;;;;;
58;4.8;Strg+Alt+Del configuring;Remove Lock Computer;"You can use the computer configuration to switch off the key combination <Ctrl+Alt+Del> for user logon.
(Computer Configuration > Windows Settings > Security Settings > Local Policies > Security Options > Interactive Login: No STRG + ALT + ENTF required).
Alternatively, you can use the user configuration to set which actions are possible when pressing <Ctrl+Alt+Del> (e.g. no access to Task Manager).";"Processes and services can be stopped, incorrect configuration of the IPCs
 ";Change password, Lock IPC, Access Task Manager;Restriction of functions according to Ctrl+Alt+Del;HKEY_LOCAL_MACHINE;Software\Microsoft\Windows\CurrentVersion\Policies\System;DisableLockWorkstation;REG_DWORD;1;;;;;
59;4.8;Strg+Alt+Del configuring;Remove Task Manager;"You can use the computer configuration to switch off the key combination <Ctrl+Alt+Del> for user logon.
(Computer Configuration > Windows Settings > Security Settings > Local Policies > Security Options > Interactive Login: No STRG + ALT + ENTF required).
Alternatively, you can use the user configuration to set which actions are possible when pressing <Ctrl+Alt+Del> (e.g. no access to Task Manager).";"Processes and services can be stopped, incorrect configuration of the IPCs
 ";Change password, Lock IPC, Access Task Manager;Restriction of functions according to Ctrl+Alt+Del;HKEY_LOCAL_MACHINE;Software\Microsoft\Windows\CurrentVersion\Policies\System;DisableTaskMgr;REG_DWORD;1;;;;;
60;4.9;Prevent access to Control Panel;Prohibit access to Control Panel and PC settings;The Control Panel can be used to make unwanted changes to the system, such as network connections, uninstalling programs, etc. Access to the Control Panel should therefore be prevented;Processes and services can be stopped, incorrect configuration of the IPCs; Changing the System Parameters in Control Panel;Prevent access to Control Panel;HKEY_CURRENT_USER;Software\Microsoft\Windows\CurrentVersion\Policies\ActiveDesktop;NoControlPanel;REG_DWORD;1;;;;;
61;5.1;Enable and configure Windows Firewall;Firewall;"It is strongly recommended to leave the Windows Firewall enabled! The standard
configuration is configured in a meaningful way.
If Siemens software requires additional settings, these are configured during the
installation (for example during the installation of SIMATIC NET).
During commissioning, it may make sense to temporarily allow ping requirements.";Sensitive process data can be viewed;Windows Firewall switched off / not configured;Enable and configure Windows Firewall;;;;;;;;;Firewall windows disattivato per non interferire con Il gateway.;
62;5.2;Configure password policies correctly;Passwords;"By configuring the password policies, the user is ""forced"" to follow the appropriate rules for assigning his password. These guidelines counter misuse.";Hacker attacks by online scanners, unauthorized accesses;Use default passwords;Configure password policies correctly;;;;;;;;;;Complexity: Enabled. History Disabled. Store Disable. Max Age: Non impostato. Min Length 16 Min Age 0 days
63;5.4;Restricting Internet Access;Turn off Internet File Association service;The denial of Internet access limits the possibilities for unwanted installation of malware on the IPC.;Free access to the Internet;Free access to Internet communication management;Restricting Internet Access;HKEY_CURRENT_USER;Software\Microsoft\Windows\CurrentVersion\Policies\Explorer;NoInternetOpenWith;REG_DWORD;1;;;;;
64;5.4;Restricting Internet Access;"Turn off the ""Order Prints"" picture task";The denial of Internet access limits the possibilities for unwanted installation of malware on the IPC.;Free access to the Internet;Free access to Internet communication management;Restricting Internet Access;HKEY_CURRENT_USER;Software\Microsoft\Windows\CurrentVersion\Policies\Explorer;NoOnlinePrintsWizard;REG_DWORD;1;;;;;
65;5.4;Restricting Internet Access;Turn off Internet download for Web publishing and online ordering wizards;The denial of Internet access limits the possibilities for unwanted installation of malware on the IPC.;Free access to the Internet;Free access to Internet communication management;Restricting Internet Access;HKEY_CURRENT_USER;Software\Microsoft\Windows\CurrentVersion\Policies\Explorer;NoPublishingWizard;REG_DWORD;1;;;;;
66;5.4;Restricting Internet Access;"Turn off the ""Publish to Web"" task for files and folders";The denial of Internet access limits the possibilities for unwanted installation of malware on the IPC.;Free access to the Internet;Free access to Internet communication management;Restricting Internet Access;HKEY_CURRENT_USER;Software\Microsoft\Windows\CurrentVersion\Policies\Explorer;NoWebServices;REG_DWORD;1;;;;;
67;5.4;Restricting Internet Access;Turn off the Windows Messenger Customer Experience Improvement Program;The denial of Internet access limits the possibilities for unwanted installation of malware on the IPC.;Free access to the Internet;Free access to Internet communication management;Restricting Internet Access;HKEY_CURRENT_USER;Software\Policies\Microsoft\Messenger\Client;CEIP;REG_DWORD;1;;;;;
68;5.4;Restricting Internet Access;Turn off Help Ratings;The denial of Internet access limits the possibilities for unwanted installation of malware on the IPC.;Free access to the Internet;Free access to Internet communication management;Restricting Internet Access;HKEY_LOCAL_MACHINE;Software\Policies\Microsoft\Assistance\Client\1.0;NoExplicitFeedback;REG_DWORD;1;;;;;
69;5.4;Restricting Internet Access;Turn off Help Experience Improvement Program;The denial of Internet access limits the possibilities for unwanted installation of malware on the IPC.;Free access to the Internet;Free access to Internet communication management;Restricting Internet Access;HKEY_LOCAL_MACHINE;Software\Policies\Microsoft\Assistance\Client\1.0;NoImplicitFeedback;REG_DWORD;1;;;;;
70;5.4;Restricting Internet Access;"Turn off Windows Online""";The denial of Internet access limits the possibilities for unwanted installation of malware on the IPC.;Free access to the Internet;Free access to Internet communication management;Restricting Internet Access;HKEY_LOCAL_MACHINE;Software\Policies\Microsoft\Assistance\Client\1.0;NoOnlineAssist;REG_DWORD;1;;;;;
71;5.5;Automatic installation of Windows updates;Remove access to use all Windows Update features;"If system updates are performed automatically, an unwanted restart of the system may occur.
You can prevent this by configuring Windows Updates not to run automatically.";Process stop possible;Spontaneous restart by update;Prevent/control automatic Windows updates;HKEY_LOCAL_MACHINE;Software\Policies\Microsoft\Windows\WindowsUpdate\AU;SetDisableUXWUAccess;REG_DWORD;1;;;;;
72;5.5;Automatic installation of Windows updates;Configure Automatic Updates;"If system updates are performed automatically, an unwanted restart of the system may occur.
You can prevent this by configuring Windows Updates not to run automatically.";Process stop possible;Spontaneous restart by update;Prevent/control automatic Windows updates;HKEY_LOCAL_MACHINE;Software\Policies\Microsoft\Windows\WindowsUpdate\AU;NoAutoUpdate;REG_DWORD;1;;;;;
73;5.6;Tunneling connection with IPSec (VPN IPSec);Tunneling connection with IPSec (VPN IPSec);"With a Virtual Private Network (VPN), a public network (e.g. Internet) is used as a
transit network for the transmission of private data.
The IPSec protocol enables manufacturer-independent, secure and protected data
exchange via IP networks. IPSec uses the tunneling concept. The data
transmission between the tunnel endpoints (sender and receiver) cannot be viewed
by unauthorized persons due to the encryption.
IPSec is part of the Windows installation. To use VPN with IPSec, it is necessary to
adjust the IPSec tunnel authorization.";Unsafe connection - sensitive process data can be viewed;Remote maintenance via VPN is configured insecurely;Using a Virtual Private Network (VPN) that is configured correctly;;;;;;;;;;
74;5.7;Useful Configuration for Remote Desktop;Do not allow passwords to be saved;"To be able to use the remote desktop connection for a restricted user account
(without administrator rights), the corresponding user must be added under ""Select
user..."".
You can use Group Policy to extend the settings for Remote Desktop Services. By
default, the listed settings are not configured.
To ensure a higher security of the connection, it is recommended to use the NTLM
protocol and not to allow storing passwords.
How to enable these options is explained in the section ""Advanced Remote
Desktop Settings"".";Invalid access rights;Unsecure remote desktop connection;Safe configuration of the remote desktop;HKEY_CURRENT_USER;Software\Policies\Microsoft\WindowsNT\Terminal Services;DisablePasswordSaving;REG_DWORD;1;;;;;
75;5.7;Useful Configuration for Remote Desktop;Set RD Gateway authentication method;"To be able to use the remote desktop connection for a restricted user account
(without administrator rights), the corresponding user must be added under ""Select
user..."".
You can use Group Policy to extend the settings for Remote Desktop Services. By
default, the listed settings are not configured.
To ensure a higher security of the connection, it is recommended to use the NTLM
protocol and not to allow storing passwords.
How to enable these options is explained in the section ""Advanced Remote
Desktop Settings"".";Invalid access rights;Unsecure remote desktop connection;Safe configuration of the remote desktop;HKEY_CURRENT_USER;Software\Policies\Microsoft\WindowsNT\Terminal Services;LogonMethod;REG_DWORD;2;;;;;
76;7;Additional Configuration;Disable powershell and command prompt unsigned scripts execution;Disable execution of  scripts. This entry should be executed last to avoid problems.;;;;HKEY_LOCAL_MACHINE;Software\Policies\Microsoft\Windows\PowerShell;EnableScripts;REG_DWORD;0;;;;;
77;7;Additional Configuration;Disable powershell and command prompt unsigned scripts execution;Disable execution of  scripts. This entry should be executed last to avoid problems.;;;;HKEY_LOCAL_MACHINE;Software\Policies\Microsoft\Windows\PowerShell;ExecutionPolicy;REG_SZ;AllSigned;;;;;
78;7;Additional Configuration;Disable Internet Explorer and Microsoft Edge;Function to disable Internet explorer;;;;HKEY_LOCAL_MACHINE;Software\Policies\Microsoft\Internet Explorer\Main;NotifyDisableIEOptions;REG_DWORD;0;;;;;
79;7;Additional Configuration;Disable Internet Explorer and Microsoft Edge;Function to disable Internet explorer;;;;;;;;;"$feature = Get-WindowsFeature -Name Internet-Explorer-Optional-amd64; if($feature.Enabled){return $false}else{return $true}";True;Disable-WindowsOptionalFeature -FeatureName Internet-Explorer-Optional-amd64 -Online;;
